county,date,vaccines_started,vaccines_completed
Logan,2021-01-14,94,1
Logan,2021-01-15,34,2
Logan,2021-01-16,8,2
Logan,2021-01-17,50,58
Logan,2021-01-18,33,3
Logan,2021-01-19,187,38
Logan,2021-01-20,55,27
Logan,2021-01-21,180,45
Logan,2021-01-22,86,3
Logan,2021-01-23,42,13
Logan,2021-01-24,14,0
Logan,2021-01-25,46,24
Logan,2021-01-26,167,48
Logan,2021-01-27,89,130
Logan,2021-01-28,111,76
Logan,2021-01-29,149,9
Logan,2021-01-30,63,28
Logan,2021-01-31,15,0
Logan,2021-02-01,82,27
Logan,2021-02-02,108,53
Logan,2021-02-03,86,22
Logan,2021-02-04,129,19
Logan,2021-02-05,104,46
Logan,2021-02-06,29,7
Logan,2021-02-07,22,62
Logan,2021-02-08,222,19
Logan,2021-02-09,195,59
Logan,2021-02-10,75,46
Logan,2021-02-11,146,82
Logan,2021-02-12,83,33
Logan,2021-02-13,55,39
Logan,2021-02-14,7,0
Logan,2021-02-15,75,23
Logan,2021-02-16,49,23
Logan,2021-02-17,99,92
Logan,2021-02-18,31,244
Logan,2021-02-19,20,131
Logan,2021-02-20,19,43
Logan,2021-02-21,1,9
Logan,2021-02-22,24,267
Logan,2021-02-23,231,103
Logan,2021-02-24,90,53
Logan,2021-02-25,226,164
Logan,2021-02-26,229,123
Logan,2021-02-27,72,48
Logan,2021-02-28,27,26
Logan,2021-03-01,85,205
Logan,2021-03-02,208,162
Logan,2021-03-03,91,105
Logan,2021-03-04,332,171
Logan,2021-03-05,193,121
Logan,2021-03-06,62,54
Logan,2021-03-07,3,3
Logan,2021-03-08,0,0
Lorain,2020-12-14,0,0
Lorain,2020-12-15,0,0
Lorain,2020-12-16,34,0
Lorain,2020-12-17,47,0
Lorain,2020-12-18,106,0
Lorain,2020-12-19,2,0
Lorain,2020-12-20,0,0
Lorain,2020-12-21,215,0
Lorain,2020-12-22,81,0
Lorain,2020-12-23,537,0
Lorain,2020-12-24,382,0
Lorain,2020-12-25,13,0
Lorain,2020-12-26,372,0
Lorain,2020-12-27,44,0
Lorain,2020-12-28,675,0
Lorain,2020-12-29,787,0
Lorain,2020-12-30,1712,0
Lorain,2020-12-31,760,0
Lorain,2021-01-01,32,3
Lorain,2021-01-02,81,1
Lorain,2021-01-03,45,0
Lorain,2021-01-04,846,5
Lorain,2021-01-05,571,28
Lorain,2021-01-06,923,31
Lorain,2021-01-07,559,25
Lorain,2021-01-08,526,39
Lorain,2021-01-09,106,16
Lorain,2021-01-10,15,2
Lorain,2021-01-11,532,170
Lorain,2021-01-12,273,67
Lorain,2021-01-13,480,112
Lorain,2021-01-14,668,155
Lorain,2021-01-15,719,92
Lorain,2021-01-16,652,261
Lorain,2021-01-17,20,20
Lorain,2021-01-18,276,172
Lorain,2021-01-19,333,250
Lorain,2021-01-20,509,1054
Lorain,2021-01-21,969,468
Lorain,2021-01-22,838,149
Lorain,2021-01-23,2141,54
Lorain,2021-01-24,198,11
Lorain,2021-01-25,564,798
Lorain,2021-01-26,1107,555
Lorain,2021-01-27,708,936
Lorain,2021-01-28,1209,456
Lorain,2021-01-29,978,319
Lorain,2021-01-30,1196,32
Lorain,2021-01-31,186,17
Lorain,2021-02-01,573,765
Lorain,2021-02-02,1643,485
Lorain,2021-02-03,753,829
Lorain,2021-02-04,1011,573
Lorain,2021-02-05,581,669
Lorain,2021-02-06,311,187
Lorain,2021-02-07,117,25
Lorain,2021-02-08,399,220
Lorain,2021-02-09,1412,273
Lorain,2021-02-10,731,361
Lorain,2021-02-11,1292,841
Lorain,2021-02-12,726,1043
Lorain,2021-02-13,447,1862
Lorain,2021-02-14,166,88
Lorain,2021-02-15,223,433
Lorain,2021-02-16,479,296
Lorain,2021-02-17,873,1073
Lorain,2021-02-18,337,1150
Lorain,2021-02-19,724,937
Lorain,2021-02-20,282,1090
Lorain,2021-02-21,149,166
Lorain,2021-02-22,203,647
Lorain,2021-02-23,146,1691
Lorain,2021-02-24,875,782
Lorain,2021-02-25,646,664
Lorain,2021-02-26,5103,578
Lorain,2021-02-27,906,279
Lorain,2021-02-28,464,121
Lorain,2021-03-01,722,272
Lorain,2021-03-02,705,908
Lorain,2021-03-03,1323,541
Lorain,2021-03-04,1332,792
Lorain,2021-03-05,1145,660
Lorain,2021-03-06,2599,464
Lorain,2021-03-07,574,222
Lorain,2021-03-08,6,6
Lucas,2020-12-14,0,0
Lucas,2020-12-15,91,0
Lucas,2020-12-16,71,0
Lucas,2020-12-17,246,0
Lucas,2020-12-18,316,0
Lucas,2020-12-19,0,0
Lucas,2020-12-20,0,0
Lucas,2020-12-21,163,0
Lucas,2020-12-22,399,0
Lucas,2020-12-23,1339,0
Lucas,2020-12-24,265,0
Lucas,2020-12-25,30,0
Lucas,2020-12-26,216,0
Lucas,2020-12-27,326,0
Lucas,2020-12-28,755,0
Lucas,2020-12-29,1116,0
Lucas,2020-12-30,1532,0
Lucas,2020-12-31,445,0
Lucas,2021-01-01,8,1
Lucas,2021-01-02,248,0
Lucas,2021-01-03,389,0
Lucas,2021-01-04,878,4
Lucas,2021-01-05,1144,89
Lucas,2021-01-06,1067,71
Lucas,2021-01-07,1086,245
Lucas,2021-01-08,1054,302
Lucas,2021-01-09,284,1
Lucas,2021-01-10,43,2
Lucas,2021-01-11,709,149
Lucas,2021-01-12,752,160
Lucas,2021-01-13,1069,268
Lucas,2021-01-14,1561,10
Lucas,2021-01-15,994,12
Lucas,2021-01-16,662,34
Lucas,2021-01-17,231,225
Lucas,2021-01-18,183,101
Lucas,2021-01-19,814,519
Lucas,2021-01-20,844,1186
Lucas,2021-01-21,2384,165
Lucas,2021-01-22,1493,46
Lucas,2021-01-23,2018,202
Lucas,2021-01-24,132,377
Lucas,2021-01-25,554,729
Lucas,2021-01-26,958,985
Lucas,2021-01-27,1193,1374
Lucas,2021-01-28,1722,726
Lucas,2021-01-29,2194,245
Lucas,2021-01-30,1251,335
Lucas,2021-01-31,286,246
Lucas,2021-02-01,492,820
Lucas,2021-02-02,1493,1324
Lucas,2021-02-03,1853,996
Lucas,2021-02-04,1435,1070
Lucas,2021-02-05,885,963
Lucas,2021-02-06,409,715
Lucas,2021-02-07,169,196
Lucas,2021-02-08,453,499
Lucas,2021-02-09,997,920
Lucas,2021-02-10,1230,1464
Lucas,2021-02-11,922,2751
Lucas,2021-02-12,4147,1713
Lucas,2021-02-13,4354,1388
Lucas,2021-02-14,161,27
Lucas,2021-02-15,185,331
Lucas,2021-02-16,362,226
Lucas,2021-02-17,3111,942
Lucas,2021-02-18,980,1603
Lucas,2021-02-19,1461,1808
Lucas,2021-02-20,88,1079
Lucas,2021-02-21,268,228
Lucas,2021-02-22,2568,631
Lucas,2021-02-23,260,1463
Lucas,2021-02-24,308,1516
Lucas,2021-02-25,3743,904
Lucas,2021-02-26,1571,1151
Lucas,2021-02-27,1277,930
Lucas,2021-02-28,457,261
Lucas,2021-03-01,235,536
Lucas,2021-03-02,2039,803
Lucas,2021-03-03,736,957
Lucas,2021-03-04,1746,978
Lucas,2021-03-05,1381,3470
Lucas,2021-03-06,725,2567
Lucas,2021-03-07,5,32
Lucas,2021-03-08,0,0
Madison,2020-12-14,1,0
Madison,2020-12-15,0,0
Madison,2020-12-16,2,0
Madison,2020-12-17,6,0
Madison,2020-12-18,6,0
Madison,2020-12-19,0,0
Madison,2020-12-20,0,0
Madison,2020-12-21,10,0
Madison,2020-12-22,13,0
Madison,2020-12-23,58,0
Madison,2020-12-24,69,0
Madison,2020-12-25,0,0
Madison,2020-12-26,10,0
Madison,2020-12-27,2,0
Madison,2020-12-28,49,0
Madison,2020-12-29,71,0
Madison,2020-12-30,54,0
Madison,2020-12-31,67,0
Madison,2021-01-01,1,0
Madison,2021-01-02,20,0
Madison,2021-01-03,1,0
Madison,2021-01-04,63,0
Madison,2021-01-05,69,1
Madison,2021-01-06,181,3
Madison,2021-01-07,52,4
Madison,2021-01-08,90,7
Madison,2021-01-09,12,1
Madison,2021-01-10,6,0
Madison,2021-01-11,59,27
Madison,2021-01-12,61,9
Madison,2021-01-13,49,5
Madison,2021-01-14,150,44
Madison,2021-01-15,43,1
Madison,2021-01-16,38,3
Madison,2021-01-17,7,0
Madison,2021-01-18,9,6
Madison,2021-01-19,243,13
Madison,2021-01-20,29,32
Madison,2021-01-21,391,52
Madison,2021-01-22,78,8
Madison,2021-01-23,43,4
Madison,2021-01-24,12,0
Madison,2021-01-25,160,28
Madison,2021-01-26,369,42
Madison,2021-01-27,64,131
Madison,2021-01-28,192,48
Madison,2021-01-29,82,32
Madison,2021-01-30,30,8
Madison,2021-01-31,15,2
Madison,2021-02-01,44,63
Madison,2021-02-02,64,37
Madison,2021-02-03,86,117
Madison,2021-02-04,133,62
Madison,2021-02-05,95,78
Madison,2021-02-06,487,35
Madison,2021-02-07,27,10
Madison,2021-02-08,25,40
Madison,2021-02-09,451,60
Madison,2021-02-10,59,99
Madison,2021-02-11,101,407
Madison,2021-02-12,75,58
Madison,2021-02-13,18,28
Madison,2021-02-14,6,0
Madison,2021-02-15,35,114
Madison,2021-02-16,18,14
Madison,2021-02-17,75,417
Madison,2021-02-18,8,80
Madison,2021-02-19,47,86
Madison,2021-02-20,18,32
Madison,2021-02-21,1,15
Madison,2021-02-22,7,60
Madison,2021-02-23,31,90
Madison,2021-02-24,39,88
Madison,2021-02-25,417,331
Madison,2021-02-26,291,98
Madison,2021-02-27,13,59
Madison,2021-02-28,7,20
Madison,2021-03-01,40,56
Madison,2021-03-02,72,42
Madison,2021-03-03,64,44
Madison,2021-03-04,382,458
Madison,2021-03-05,113,82
Madison,2021-03-06,31,30
Madison,2021-03-07,9,3
Madison,2021-03-08,0,0
Mahoning,2020-12-14,0,0
Mahoning,2020-12-15,0,0
Mahoning,2020-12-16,11,0
Mahoning,2020-12-17,5,0
Mahoning,2020-12-18,14,0
Mahoning,2020-12-19,0,0
Mahoning,2020-12-20,1,0
Mahoning,2020-12-21,102,0
Mahoning,2020-12-22,738,0
Mahoning,2020-12-23,361,0
Mahoning,2020-12-24,112,0
Mahoning,2020-12-25,6,0
Mahoning,2020-12-26,53,0
Mahoning,2020-12-27,112,0
Mahoning,2020-12-28,238,0
Mahoning,2020-12-29,686,0
Mahoning,2020-12-30,870,1
Mahoning,2020-12-31,282,0
Mahoning,2021-01-01,2,0
Mahoning,2021-01-02,9,0
Mahoning,2021-01-03,31,0
Mahoning,2021-01-04,637,1
Mahoning,2021-01-05,619,1
Mahoning,2021-01-06,766,8
Mahoning,2021-01-07,557,6
Mahoning,2021-01-08,506,15
Mahoning,2021-01-09,80,1
Mahoning,2021-01-10,127,0
Mahoning,2021-01-11,479,84
Mahoning,2021-01-12,625,398
Mahoning,2021-01-13,461,78
Mahoning,2021-01-14,523,79
Mahoning,2021-01-15,504,19
Mahoning,2021-01-16,27,37
Mahoning,2021-01-17,17,45
Mahoning,2021-01-18,203,90
Mahoning,2021-01-19,437,448
Mahoning,2021-01-20,928,615
Mahoning,2021-01-21,1326,110
Mahoning,2021-01-22,1611,17
Mahoning,2021-01-23,342,2
Mahoning,2021-01-24,18,20
Mahoning,2021-01-25,896,260
Mahoning,2021-01-26,830,581
Mahoning,2021-01-27,811,563
Mahoning,2021-01-28,1224,320
Mahoning,2021-01-29,807,101
Mahoning,2021-01-30,446,42
Mahoning,2021-01-31,266,115
Mahoning,2021-02-01,1228,642
Mahoning,2021-02-02,658,505
Mahoning,2021-02-03,675,549
Mahoning,2021-02-04,985,507
Mahoning,2021-02-05,1571,483
Mahoning,2021-02-06,1021,16
Mahoning,2021-02-07,851,18
Mahoning,2021-02-08,497,345
Mahoning,2021-02-09,464,391
Mahoning,2021-02-10,1042,661
Mahoning,2021-02-11,796,557
Mahoning,2021-02-12,757,890
Mahoning,2021-02-13,665,163
Mahoning,2021-02-14,323,8
Mahoning,2021-02-15,97,615
Mahoning,2021-02-16,324,565
Mahoning,2021-02-17,513,831
Mahoning,2021-02-18,832,1023
Mahoning,2021-02-19,821,950
Mahoning,2021-02-20,442,318
Mahoning,2021-02-21,390,88
Mahoning,2021-02-22,236,1287
Mahoning,2021-02-23,418,1060
Mahoning,2021-02-24,877,1410
Mahoning,2021-02-25,1218,489
Mahoning,2021-02-26,907,1655
Mahoning,2021-02-27,830,1134
Mahoning,2021-02-28,614,842
Mahoning,2021-03-01,524,904
Mahoning,2021-03-02,1097,512
Mahoning,2021-03-03,994,549
Mahoning,2021-03-04,788,1016
Mahoning,2021-03-05,1548,1138
Mahoning,2021-03-06,781,254
Mahoning,2021-03-07,94,42
Mahoning,2021-03-08,0,0
Marion,2020-12-14,0,0
Marion,2020-12-15,1,0
Marion,2020-12-16,0,0
Marion,2020-12-17,2,0
Marion,2020-12-18,2,0
Marion,2020-12-19,0,0
Marion,2020-12-20,1,0
Marion,2020-12-21,32,0
Marion,2020-12-22,60,0
Marion,2020-12-23,78,0
Marion,2020-12-24,12,0
Marion,2020-12-25,0,0
Marion,2020-12-26,10,0
Marion,2020-12-27,0,0
Marion,2020-12-28,56,0
Marion,2020-12-29,239,0
Marion,2020-12-30,180,0
Marion,2020-12-31,38,0
Marion,2021-01-01,0,0
Marion,2021-01-02,84,0
Marion,2021-01-03,9,0
Marion,2021-01-04,25,0
Marion,2021-01-05,298,1
Marion,2021-01-06,131,0
Marion,2021-01-07,176,2
Marion,2021-01-08,88,1
Marion,2021-01-09,59,0
Marion,2021-01-10,2,1
Marion,2021-01-11,78,29
Marion,2021-01-12,118,63
Marion,2021-01-13,111,5
Marion,2021-01-14,284,2
Marion,2021-01-15,67,3
Marion,2021-01-16,88,6
Marion,2021-01-17,21,29
Marion,2021-01-18,6,4
Marion,2021-01-19,93,88
Marion,2021-01-20,285,80
Marion,2021-01-21,783,9
Marion,2021-01-22,277,14
Marion,2021-01-23,54,97
Marion,2021-01-24,23,6
Marion,2021-01-25,154,17
Marion,2021-01-26,67,175
Marion,2021-01-27,108,132
Marion,2021-01-28,418,77
Marion,2021-01-29,143,71
Marion,2021-01-30,48,22
Marion,2021-01-31,24,2
Marion,2021-02-01,61,71
Marion,2021-02-02,65,49
Marion,2021-02-03,161,115
Marion,2021-02-04,422,151
Marion,2021-02-05,77,62
Marion,2021-02-06,40,98
Marion,2021-02-07,79,2
Marion,2021-02-08,43,22
Marion,2021-02-09,227,145
Marion,2021-02-10,327,306
Marion,2021-02-11,106,846
Marion,2021-02-12,131,179
Marion,2021-02-13,31,21
Marion,2021-02-14,2,6
Marion,2021-02-15,57,84
Marion,2021-02-16,54,14
Marion,2021-02-17,160,53
Marion,2021-02-18,55,350
Marion,2021-02-19,69,126
Marion,2021-02-20,39,96
Marion,2021-02-21,8,30
Marion,2021-02-22,18,52
Marion,2021-02-23,466,66
Marion,2021-02-24,585,318
Marion,2021-02-25,637,160
Marion,2021-02-26,527,120
Marion,2021-02-27,41,29
Marion,2021-02-28,8,28
Marion,2021-03-01,18,45
Marion,2021-03-02,105,168
Marion,2021-03-03,211,173
Marion,2021-03-04,110,126
Marion,2021-03-05,167,116
Marion,2021-03-06,279,55
Marion,2021-03-07,0,3
Marion,2021-03-08,0,0
Medina,2020-12-14,0,0
Medina,2020-12-15,0,0
Medina,2020-12-16,22,0
Medina,2020-12-17,25,0
Medina,2020-12-18,49,0
Medina,2020-12-19,1,0
Medina,2020-12-20,0,0
Medina,2020-12-21,52,0
Medina,2020-12-22,96,0
Medina,2020-12-23,338,0
Medina,2020-12-24,197,0
Medina,2020-12-25,19,0
Medina,2020-12-26,46,0
Medina,2020-12-27,80,0
Medina,2020-12-28,321,0
Medina,2020-12-29,480,0
Medina,2020-12-30,558,0
Medina,2020-12-31,229,0
Medina,2021-01-01,15,1
Medina,2021-01-02,76,1
Medina,2021-01-03,32,0
Medina,2021-01-04,314,0
Medina,2021-01-05,409,12
Medina,2021-01-06,609,22
Medina,2021-01-07,425,13
Medina,2021-01-08,328,16
Medina,2021-01-09,133,10
Medina,2021-01-10,148,5
Medina,2021-01-11,209,28
Medina,2021-01-12,357,70
Medina,2021-01-13,358,78
Medina,2021-01-14,344,12
Medina,2021-01-15,317,26
Medina,2021-01-16,196,22
Medina,2021-01-17,63,50
Medina,2021-01-18,269,82
Medina,2021-01-19,329,141
Medina,2021-01-20,524,295
Medina,2021-01-21,761,191
Medina,2021-01-22,513,163
Medina,2021-01-23,558,64
Medina,2021-01-24,93,2
Medina,2021-01-25,251,271
Medina,2021-01-26,528,326
Medina,2021-01-27,942,526
Medina,2021-01-28,543,318
Medina,2021-01-29,723,140
Medina,2021-01-30,248,121
Medina,2021-01-31,142,70
Medina,2021-02-01,299,261
Medina,2021-02-02,466,509
Medina,2021-02-03,735,441
Medina,2021-02-04,2976,275
Medina,2021-02-05,432,330
Medina,2021-02-06,227,231
Medina,2021-02-07,62,50
Medina,2021-02-08,307,175
Medina,2021-02-09,385,235
Medina,2021-02-10,571,257
Medina,2021-02-11,492,736
Medina,2021-02-12,743,520
Medina,2021-02-13,304,258
Medina,2021-02-14,110,58
Medina,2021-02-15,249,304
Medina,2021-02-16,202,225
Medina,2021-02-17,440,364
Medina,2021-02-18,254,627
Medina,2021-02-19,246,336
Medina,2021-02-20,130,283
Medina,2021-02-21,126,87
Medina,2021-02-22,111,201
Medina,2021-02-23,283,627
Medina,2021-02-24,362,832
Medina,2021-02-25,656,826
Medina,2021-02-26,960,396
Medina,2021-02-27,478,209
Medina,2021-02-28,220,76
Medina,2021-03-01,287,312
Medina,2021-03-02,343,345
Medina,2021-03-03,860,805
Medina,2021-03-04,1009,660
Medina,2021-03-05,1118,633
Medina,2021-03-06,712,415
Medina,2021-03-07,141,91
Medina,2021-03-08,0,0
Meigs,2020-12-14,0,0
Meigs,2020-12-15,0,0
Meigs,2020-12-16,1,0
Meigs,2020-12-17,0,0
Meigs,2020-12-18,2,0
Meigs,2020-12-19,0,0
Meigs,2020-12-20,0,0
Meigs,2020-12-21,0,0
Meigs,2020-12-22,37,0
Meigs,2020-12-23,55,0
Meigs,2020-12-24,3,0
Meigs,2020-12-25,0,0
Meigs,2020-12-26,7,0
Meigs,2020-12-27,6,0
Meigs,2020-12-28,31,0
Meigs,2020-12-29,39,0
Meigs,2020-12-30,158,0
Meigs,2020-12-31,9,0
Meigs,2021-01-01,0,0
Meigs,2021-01-02,3,0
Meigs,2021-01-03,0,0
Meigs,2021-01-04,6,0
Meigs,2021-01-05,48,0
Meigs,2021-01-06,11,0
Meigs,2021-01-07,48,0
Meigs,2021-01-08,30,2
Meigs,2021-01-09,1,0
Meigs,2021-01-10,0,0
Meigs,2021-01-11,53,1
Meigs,2021-01-12,83,0
Meigs,2021-01-13,22,5
Meigs,2021-01-14,15,0
Meigs,2021-01-15,37,20
Meigs,2021-01-16,6,1
Meigs,2021-01-17,1,0
Meigs,2021-01-18,24,16
Meigs,2021-01-19,147,20
Meigs,2021-01-20,94,82
Meigs,2021-01-21,182,24
Meigs,2021-01-22,80,26
Meigs,2021-01-23,6,0
Meigs,2021-01-24,0,2
Meigs,2021-01-25,50,18
Meigs,2021-01-26,114,20
Meigs,2021-01-27,84,74
Meigs,2021-01-28,119,11
Meigs,2021-01-29,20,17
Meigs,2021-01-30,7,1
Meigs,2021-01-31,0,0
Meigs,2021-02-01,18,6
Meigs,2021-02-02,10,43
Meigs,2021-02-03,170,51
Meigs,2021-02-04,165,41
Meigs,2021-02-05,69,28
Meigs,2021-02-06,3,1
Meigs,2021-02-07,1,1
Meigs,2021-02-08,12,53
Meigs,2021-02-09,100,3
Meigs,2021-02-10,134,26
Meigs,2021-02-11,56,145
Meigs,2021-02-12,33,44
Meigs,2021-02-13,3,2
Meigs,2021-02-14,0,0
Meigs,2021-02-15,3,24
Meigs,2021-02-16,7,3
Meigs,2021-02-17,24,174
Meigs,2021-02-18,137,55
Meigs,2021-02-19,120,65
Meigs,2021-02-20,0,6
Meigs,2021-02-21,0,2
Meigs,2021-02-22,99,47
Meigs,2021-02-23,72,112
Meigs,2021-02-24,182,183
Meigs,2021-02-25,248,252
Meigs,2021-02-26,106,92
Meigs,2021-02-27,3,6
Meigs,2021-02-28,0,1
Meigs,2021-03-01,72,13
Meigs,2021-03-02,114,17
Meigs,2021-03-03,148,44
Meigs,2021-03-04,100,88
Meigs,2021-03-05,58,32
Meigs,2021-03-06,7,6
Meigs,2021-03-07,1,1
Meigs,2021-03-08,0,0
Mercer,2020-12-14,0,0
Mercer,2020-12-15,0,0
Mercer,2020-12-16,1,0
Mercer,2020-12-17,0,0
Mercer,2020-12-18,0,0
Mercer,2020-12-19,1,0
Mercer,2020-12-20,0,0
Mercer,2020-12-21,199,0
Mercer,2020-12-22,2,0
Mercer,2020-12-23,77,0
Mercer,2020-12-24,6,0
Mercer,2020-12-25,0,0
Mercer,2020-12-26,50,0
Mercer,2020-12-27,3,0
Mercer,2020-12-28,37,0
Mercer,2020-12-29,17,0
Mercer,2020-12-30,178,0
Mercer,2020-12-31,9,0
Mercer,2021-01-01,0,0
Mercer,2021-01-02,2,0
Mercer,2021-01-03,0,0
Mercer,2021-01-04,22,0
Mercer,2021-01-05,41,0
Mercer,2021-01-06,131,1
Mercer,2021-01-07,35,0
Mercer,2021-01-08,48,0
Mercer,2021-01-09,8,0
Mercer,2021-01-10,1,0
Mercer,2021-01-11,131,188
Mercer,2021-01-12,27,5
Mercer,2021-01-13,138,59
Mercer,2021-01-14,12,0
Mercer,2021-01-15,90,0
Mercer,2021-01-16,9,38
Mercer,2021-01-17,3,10
Mercer,2021-01-18,12,4
Mercer,2021-01-19,41,2
Mercer,2021-01-20,546,16
Mercer,2021-01-21,161,3
Mercer,2021-01-22,154,3
Mercer,2021-01-23,6,2
Mercer,2021-01-24,2,0
Mercer,2021-01-25,24,25
Mercer,2021-01-26,14,15
Mercer,2021-01-27,180,113
Mercer,2021-01-28,147,28
Mercer,2021-01-29,311,50
Mercer,2021-01-30,7,0
Mercer,2021-01-31,8,0
Mercer,2021-02-01,30,139
Mercer,2021-02-02,18,23
Mercer,2021-02-03,320,89
Mercer,2021-02-04,103,28
Mercer,2021-02-05,64,135
Mercer,2021-02-06,8,19
Mercer,2021-02-07,2,2
Mercer,2021-02-08,37,14
Mercer,2021-02-09,13,82
Mercer,2021-02-10,34,381
Mercer,2021-02-11,35,50
Mercer,2021-02-12,518,258
Mercer,2021-02-13,286,3
Mercer,2021-02-14,3,0
Mercer,2021-02-15,9,24
Mercer,2021-02-16,4,0
Mercer,2021-02-17,193,28
Mercer,2021-02-18,103,69
Mercer,2021-02-19,55,366
Mercer,2021-02-20,0,5
Mercer,2021-02-21,1,2
Mercer,2021-02-22,4,31
Mercer,2021-02-23,68,220
Mercer,2021-02-24,369,70
Mercer,2021-02-25,138,23
Mercer,2021-02-26,299,145
Mercer,2021-02-27,15,5
Mercer,2021-02-28,3,7
Mercer,2021-03-01,11,33
Mercer,2021-03-02,21,21
Mercer,2021-03-03,372,88
Mercer,2021-03-04,133,206
Mercer,2021-03-05,44,21
Mercer,2021-03-06,143,65
Mercer,2021-03-07,3,2
Mercer,2021-03-08,0,0
Miami,2020-12-14,0,0
Miami,2020-12-15,2,0
Miami,2020-12-16,3,0
Miami,2020-12-17,7,0
Miami,2020-12-18,4,0
Miami,2020-12-19,1,0
Miami,2020-12-20,0,0
Miami,2020-12-21,22,0
Miami,2020-12-22,84,0
Miami,2020-12-23,186,0
Miami,2020-12-24,52,0
Miami,2020-12-25,1,0
Miami,2020-12-26,78,0
Miami,2020-12-27,10,0
Miami,2020-12-28,159,0
Miami,2020-12-29,266,0
Miami,2020-12-30,329,0
Miami,2020-12-31,52,0
Miami,2021-01-01,1,0
Miami,2021-01-02,15,0
Miami,2021-01-03,5,1
Miami,2021-01-04,91,1
Miami,2021-01-05,120,1
Miami,2021-01-06,206,3
Miami,2021-01-07,151,6
Miami,2021-01-08,145,5
Miami,2021-01-09,14,1
Miami,2021-01-10,70,0
Miami,2021-01-11,170,19
Miami,2021-01-12,161,50
Miami,2021-01-13,180,8
Miami,2021-01-14,156,3
Miami,2021-01-15,173,2
Miami,2021-01-16,32,4
Miami,2021-01-17,27,9
Miami,2021-01-18,59,10
Miami,2021-01-19,362,131
Miami,2021-01-20,319,287
Miami,2021-01-21,456,65
Miami,2021-01-22,445,25
Miami,2021-01-23,222,8
Miami,2021-01-24,31,2
Miami,2021-01-25,149,174
Miami,2021-01-26,307,112
Miami,2021-01-27,305,134
Miami,2021-01-28,484,105
Miami,2021-01-29,433,54
Miami,2021-01-30,287,46
Miami,2021-01-31,44,36
Miami,2021-02-01,171,89
Miami,2021-02-02,361,219
Miami,2021-02-03,343,152
Miami,2021-02-04,313,120
Miami,2021-02-05,804,208
Miami,2021-02-06,208,17
Miami,2021-02-07,147,34
Miami,2021-02-08,291,164
Miami,2021-02-09,254,223
Miami,2021-02-10,197,222
Miami,2021-02-11,420,316
Miami,2021-02-12,380,169
Miami,2021-02-13,209,44
Miami,2021-02-14,104,17
Miami,2021-02-15,72,6
Miami,2021-02-16,39,277
Miami,2021-02-17,192,238
Miami,2021-02-18,69,587
Miami,2021-02-19,58,464
Miami,2021-02-20,38,322
Miami,2021-02-21,73,166
Miami,2021-02-22,60,332
Miami,2021-02-23,43,584
Miami,2021-02-24,97,498
Miami,2021-02-25,610,402
Miami,2021-02-26,1120,485
Miami,2021-02-27,800,252
Miami,2021-02-28,68,95
Miami,2021-03-01,234,249
Miami,2021-03-02,230,218
Miami,2021-03-03,152,87
Miami,2021-03-04,780,292
Miami,2021-03-05,277,411
Miami,2021-03-06,254,226
Miami,2021-03-07,63,86
Miami,2021-03-08,0,0
Monroe,2020-12-14,0,0
Monroe,2020-12-15,0,0
Monroe,2020-12-16,0,0
Monroe,2020-12-17,0,0
Monroe,2020-12-18,0,0
Monroe,2020-12-19,1,0
Monroe,2020-12-20,0,0
Monroe,2020-12-21,0,0
Monroe,2020-12-22,31,0
Monroe,2020-12-23,16,0
Monroe,2020-12-24,3,0
Monroe,2020-12-25,0,0
Monroe,2020-12-26,26,0
Monroe,2020-12-27,2,0
Monroe,2020-12-28,52,0
Monroe,2020-12-29,20,0
Monroe,2020-12-30,13,0
Monroe,2020-12-31,0,0
Monroe,2021-01-01,0,0
Monroe,2021-01-02,1,0
Monroe,2021-01-03,1,0
Monroe,2021-01-04,9,0
Monroe,2021-01-05,14,0
Monroe,2021-01-06,207,0
Monroe,2021-01-07,16,0
Monroe,2021-01-08,8,1
Monroe,2021-01-09,3,0
Monroe,2021-01-10,0,0
Monroe,2021-01-11,20,0
Monroe,2021-01-12,40,0
Monroe,2021-01-13,19,1
Monroe,2021-01-14,4,0
Monroe,2021-01-15,11,0
Monroe,2021-01-16,1,2
Monroe,2021-01-17,19,37
Monroe,2021-01-18,0,0
Monroe,2021-01-19,4,0
Monroe,2021-01-20,11,67
Monroe,2021-01-21,19,3
Monroe,2021-01-22,218,4
Monroe,2021-01-23,55,12
Monroe,2021-01-24,0,1
Monroe,2021-01-25,8,4
Monroe,2021-01-26,17,12
Monroe,2021-01-27,19,37
Monroe,2021-01-28,23,0
Monroe,2021-01-29,207,0
Monroe,2021-01-30,7,1
Monroe,2021-01-31,1,0
Monroe,2021-02-01,10,19
Monroe,2021-02-02,2,0
Monroe,2021-02-03,126,199
Monroe,2021-02-04,9,6
Monroe,2021-02-05,29,3
Monroe,2021-02-06,6,5
Monroe,2021-02-07,0,0
Monroe,2021-02-08,3,25
Monroe,2021-02-09,15,1
Monroe,2021-02-10,10,5
Monroe,2021-02-11,24,39
Monroe,2021-02-12,10,180
Monroe,2021-02-13,4,34
Monroe,2021-02-14,0,0
Monroe,2021-02-15,7,21
Monroe,2021-02-16,6,6
Monroe,2021-02-17,4,26
Monroe,2021-02-18,30,8
Monroe,2021-02-19,189,11
